Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product
G18NG-9631	Cgl0082	89558	90448	G18NG-9631-MONOMER
G18NG-11419	Cgl1828	1938528	1939064	G18NG-11419-MONOMER
G18NG-12263	Cgl2646	2815459	2816397	G18NG-12263-MONOMER
G18NG-9617	Cgl0071	73844	74275	G18NG-9617-MONOMER
G18NG-11400	Cgl1808	1917561	1918208	G18NG-11400-MONOMER
G18NG-10725	Cgl1153	1206828	1207223	G18NG-10725-MONOMER
G18NG-9549	Cgl0009	9471	9914	G18NG-9549-MONOMER
G18NG-11377		1889530	1889862	G18NG-11377-MONOMER
G18NG-10037	Cgl0475	497374	498330	G18NG-10037-MONOMER
G18NG-12668	Cgl3047	3251464	3251619	G18NG-12668-MONOMER
G18NG-11354	Cgl1762	1861320	1861478	G18NG-11354-MONOMER
G18NG-11725	Cgl2133	2253726	2254646	G18NG-11725-MONOMER
G18NG-12584	Cgl2963	3166265	3166438	G18NG-12584-MONOMER
G18NG-11336	Cgl1744	1845483	1845860	G18NG-11336-MONOMER
G18NG-11237	Cgl1652	1752186	1752530	G18NG-11237-MONOMER
G18NG-12537	Cgl2919	3120910	3121317	G18NG-12537-MONOMER
G18NG-11314	Cgl1722	1817132	1817806	G18NG-11314-MONOMER
G18NG-9729	Cgl0180	189920	190324	G18NG-9729-MONOMER
G18NG-12491	Cgl2873	3070212	3071141	G18NG-12491-MONOMER
G18NG-11294	Cgl1702	1802152	1802577	G18NG-11294-MONOMER
G18NG-12245	Cgl2628	2796866	2797810	G18NG-12245-MONOMER
G18NG-12411	Cgl2794	2978738	2978983	G18NG-12411-MONOMER
G18NG-11271	Cgl1679	1781705	1782793	G18NG-11271-MONOMER
G18NG-10703	Cgl1131	1180118	1180837	G18NG-10703-MONOMER
G18NG-12352	Cgl2735	2917022	2917618	G18NG-12352-MONOMER
G18NG-11165	Cgl1580	1671723	1673126	G18NG-11165-MONOMER
G18NG-10010	Cgl0453	477045	477995	G18NG-10010-MONOMER
G18NG-12303	Cgl2686	2859193	2860146	G18NG-12303-MONOMER
G18NG-11111		1609839	1610192	G18NG-11111-MONOMER
G18NG-11704	Cgl2112	2229096	2229896	G18NG-11704-MONOMER
G18NG-12240	Cgl2623	2792532	2792861	G18NG-12240-MONOMER
G18NG-11059	Cgl1476	1555083	1555835	G18NG-11059-MONOMER
G18NG-11215	Cgl1630	1725456	1726625	G18NG-11215-MONOMER
G18NG-12150	Cgl2545	2691690	2693057	G18NG-12150-MONOMER
G18NG-10982	Cgl1403	1474119	1475696	G18NG-10982-MONOMER
G18NG-10524	Cgl0954	1011794	1013761	G18NG-10524-MONOMER
G18NG-12091	Cgl2488	2633144	2633419	G18NG-12091-MONOMER
G18NG-10924	Cgl1346	1408700	1409023	G18NG-10924-MONOMER
G18NG-9706	Cgl0157	167834	168595	G18NG-9706-MONOMER
G18NG-12039	Cgl2440	2582565	2584508	G18NG-12039-MONOMER
G18NG-10887	Cgl1309	1375930	1376088	G18NG-10887-MONOMER
G18NG-12222	Cgl2606	2772642	2774099	G18NG-12222-MONOMER
G18NG-11996	Cgl2399	2541185	2542351	G18NG-11996-MONOMER
G18NG-10838	Cgl1265	1331102	1331878	G18NG-10838-MONOMER
G18NG-10680	Cgl1108	1154726	1155676	G18NG-10680-MONOMER
G18NG-10334	Cgl0772	809286	809513	G18NG-10334-MONOMER
G18NG-11896	Cgl2299	2434438	2434620	G18NG-11896-MONOMER
G18NG-11686	Cgl2094	2210270	2211046	G18NG-11686-MONOMER
G18NG-10744	Cgl1172	1230610	1230834	G18NG-10744-MONOMER
G18NG-10294	Cgl0732	753694	757395	G18NG-10294-MONOMER
G18NG-11196	Cgl1611	1709014	1710357	G18NG-11196-MONOMER
G18NG-11852	Cgl2258	2390432	2390905	G18NG-11852-MONOMER
G18NG-10677	Cgl1105	1151186	1152373	G18NG-10677-MONOMER
G18NG-10506	Cgl0936	992058	993083	G18NG-10506-MONOMER
G18NG-10218		671042	671653	G18NG-10218-MONOMER
G18NG-11807	Cgl2215	2350406	2350621	G18NG-11807-MONOMER
G18NG-9682	Cgl0133	146522	147241	G18NG-9682-MONOMER
G18NG-10616	Cgl1044	1096185	1096331	G18NG-10616-MONOMER
G18NG-10161	Cgl0599	612415	612714	G18NG-10161-MONOMER
G18NG-12205	Cgl2589	2752325	2752996	G18NG-12205-MONOMER
G18NG-11712	Cgl2120	2238692	2239093	G18NG-11712-MONOMER
G18NG-10566		1049065	1049385	G18NG-10566-MONOMER
G18NG-10658	Cgl1086	1134561	1135058	G18NG-10658-MONOMER
G18NG-10097	Cgl0535	552945	554129	G18NG-10097-MONOMER
G18NG-9968	Cgl0411	435940	436140	G18NG-9968-MONOMER
G18NG-11179	Cgl1594	1689866	1690345	G18NG-11179-MONOMER
G18NG-11639		2160670	2160771	G18NG-11639-MONOMER
G18NG-10527		1014925	1015119	G18NG-10527-MONOMER
G18NG-10486	Cgl0916	970418	970741	G18NG-10486-MONOMER
G18NG-10018		483363	483587	G18NG-10018-MONOMER
G18NG-9912	Cgl0355	377683	377835	G18NG-9912-MONOMER
G18NG-9662	Cgl0113	126350	127189	G18NG-9662-MONOMER
G18NG-11534	Cgl1942	2051306	2051845	G18NG-11534-MONOMER
G18NG-10435		923661	923984	G18NG-10435-MONOMER
G18NG-12185	Cgl2569	2729376	2730917	G18NG-12185-MONOMER
G18NG-9836		297431	297625	G18NG-9836-MONOMER
G18NG-11481		1991792	1992538	G18NG-11481-MONOMER
G18NG-10642	Cgl1070	1119083	1119727	G18NG-10642-MONOMER
G18NG-10386	Cgl0817	865116	867317	G18NG-10386-MONOMER
G18NG-9755	Cgl0205	221911	222210	G18NG-9755-MONOMER
G18NG-11161	Cgl1576	1667950	1669404	G18NG-11161-MONOMER
G18NG-11458		1977043	1977552	G18NG-11458-MONOMER
G18NG-9699	Cgl0150	160431	161363	G18NG-9699-MONOMER
G18NG-10468	Cgl0898	953973	954269	G18NG-10468-MONOMER
G18NG-11439	Cgl1847	1960368	1961114	G18NG-11439-MONOMER
G18NG-11416	Cgl1824	1936226	1936852	G18NG-11416-MONOMER
G18NG-9643	Cgl0094	101609	103435	G18NG-9643-MONOMER
G18NG-9604	Cgl0058	59091	59933	G18NG-9604-MONOMER
G18NG-11397	Cgl1805	1916374	1916736	G18NG-11397-MONOMER
G18NG-12153	Cgl2548	2695318	2695767	G18NG-12153-MONOMER
G18NG-9542	Cgl0002	1594	1920	G18NG-9542-MONOMER
G18NG-11373	Cgl1781	1885230	1887050	G18NG-11373-MONOMER
G18NG-12676	Cgl3055	3255742	3256299	G18NG-12676-MONOMER
G18NG-12638	Cgl3017	3218778	3219704	G18NG-12638-MONOMER
G18NG-11350	Cgl1758	1855532	1856791	G18NG-11350-MONOMER
G18NG-10611	Cgl1039	1093929	1094696	G18NG-10611-MONOMER
G18NG-12574	Cgl2953	3157477	3157788	G18NG-12574-MONOMER
G18NG-11330	Cgl1738	1834146	1834928	G18NG-11330-MONOMER
G18NG-11144	Cgl1559	1647209	1647634	G18NG-11144-MONOMER
G18NG-12527		3109846	3110007	G18NG-12527-MONOMER
G18NG-11311	Cgl1719	1814863	1815654	G18NG-11311-MONOMER
G18NG-10449	Cgl0879	932567	932974	G18NG-10449-MONOMER
G18NG-12474	Cgl2856	3045797	3045994	G18NG-12474-MONOMER
G18NG-11291		1800446	1800604	G18NG-11291-MONOMER
G18NG-9618	Cgl0072	74490	75494	G18NG-9618-MONOMER
G18NG-11288	Cgl1696	1798020	1798757	G18NG-11288-MONOMER
G18NG-12406	Cgl2789	2974201	2974386	G18NG-12406-MONOMER
G18NG-12129	Cgl2525	2673336	2674340	G18NG-12129-MONOMER
G18NG-11267	Cgl1675	1778099	1779508	G18NG-11267-MONOMER
G18NG-12340	Cgl2723	2900328	2903921	G18NG-12340-MONOMER
G18NG-12653	Cgl3032	3235603	3236649	G18NG-12653-MONOMER
G18NG-11143	Cgl1558	1646549	1647136	G18NG-11143-MONOMER
G18NG-12299	Cgl2682	2852018	2853736	G18NG-12299-MONOMER
G18NG-12649	Cgl3028	3232597	3233109	G18NG-12649-MONOMER
G18NG-11100	Cgl1517	1599679	1600680	G18NG-11100-MONOMER
G18NG-12234	Cgl2618	2787783	2788598	G18NG-12234-MONOMER
G18NG-10588	Cgl1016	1067570	1068652	G18NG-10588-MONOMER
G18NG-11054	Cgl1471	1550469	1550954	G18NG-11054-MONOMER
G18NG-12140	Cgl2536	2683129	2683419	G18NG-12140-MONOMER
G18NG-11112	Cgl1527	1610236	1610847	G18NG-11112-MONOMER
G18NG-10970	Cgl1391	1461157	1462131	G18NG-10970-MONOMER
G18NG-12084	Cgl2481	2625807	2626448	G18NG-12084-MONOMER
G18NG-10426	Cgl0856	915696	916364	G18NG-10426-MONOMER
G18NG-10921	Cgl1343	1406996	1407109	G18NG-10921-MONOMER
G18NG-12028	Cgl2429	2571511	2572179	G18NG-12028-MONOMER
G18NG-9589	Cgl0044	45344	46489	G18NG-9589-MONOMER
G18NG-10882	Cgl1304	1369551	1369877	G18NG-10882-MONOMER
G18NG-11958		2503871	2504269	G18NG-11958-MONOMER
G18NG-12099	Cgl2496	2648233	2649417	G18NG-12099-MONOMER
G18NG-10814	Cgl1241	1304932	1305924	G18NG-10814-MONOMER
G18NG-10328	Cgl0766	803128	804240	G18NG-10328-MONOMER
G18NG-12629	Cgl3008	3209703	3211187	G18NG-12629-MONOMER
G18NG-11890	Cgl2293	2426182	2426703	G18NG-11890-MONOMER
G18NG-10726	Cgl1154	1207374	1208141	G18NG-10726-MONOMER
G18NG-10562	Cgl0990	1046610	1047710	G18NG-10562-MONOMER
G18NG-10288	Cgl0726	745043	745513	G18NG-10288-MONOMER
G18NG-11846	Cgl2252	2385772	2386584	G18NG-11846-MONOMER
G18NG-11086	Cgl1503	1583910	1585490	G18NG-11086-MONOMER
G18NG-10665	Cgl1093	1140025	1140861	G18NG-10665-MONOMER
G18NG-10205		658005	658145	G18NG-10205-MONOMER
G18NG-10401	Cgl0832	881647	881988	G18NG-10401-MONOMER
G18NG-11785	Cgl2193	2326119	2326274	G18NG-11785-MONOMER
G18NG-10613	Cgl1041	1095052	1095387	G18NG-10613-MONOMER
G18NG-9572	Cgl0027	28161	29117	G18NG-9572-MONOMER
G18NG-10148	Cgl0586	599699	599935	G18NG-10148-MONOMER
G18NG-11695	Cgl2103	2219159	2220361	G18NG-11695-MONOMER
G18NG-12071	Cgl2470	2615937	2617121	G18NG-12071-MONOMER
G18NG-10561	Cgl0989	1046073	1046393	G18NG-10561-MONOMER
G18NG-10088	Cgl0526	542918	543412	G18NG-10088-MONOMER
G18NG-12607	Cgl2986	3187040	3189202	G18NG-12607-MONOMER
G18NG-9956	Cgl0399	421858	422034	G18NG-9956-MONOMER
G18NG-11605		2126923	2127087	G18NG-11605-MONOMER
G18NG-10535	Cgl0964	1022696	1024666	G18NG-10535-MONOMER
G18NG-10520	Cgl0950	1006731	1006937	G18NG-10520-MONOMER
G18NG-10013	Cgl0456	479449	480201	G18NG-10013-MONOMER
G18NG-11061	Cgl1478	1557011	1557823	G18NG-11061-MONOMER
G18NG-9898	Cgl0341	359759	360334	G18NG-9898-MONOMER
G18NG-11529	Cgl1937	2045762	2046031	G18NG-11529-MONOMER
G18NG-10373	Cgl0808	849323	850243	G18NG-10373-MONOMER
G18NG-10411	Cgl0841	897423	897692	G18NG-10411-MONOMER
G18NG-9826	Cgl0271	287963	288829	G18NG-9826-MONOMER
G18NG-9541	Cgl0001	1	1575	G18NG-9541-MONOMER
G18NG-11476		1988367	1988483	G18NG-11476-MONOMER
G18NG-10360		840207	840431	G18NG-10360-MONOMER
G18NG-12047	Cgl2448	2592403	2592798	G18NG-12047-MONOMER
G18NG-9742	Cgl0193	212283	212738	G18NG-9742-MONOMER
G18NG-11453		1973809	1974207	G18NG-11453-MONOMER
G18NG-12588	Cgl2967	3169415	3170896	G18NG-12588-MONOMER
G18NG-9685	Cgl0136	148122	149783	G18NG-9685-MONOMER
G18NG-11433	Cgl1841	1949018	1951450	G18NG-11433-MONOMER
G18NG-11039	Cgl1456	1533781	1534524	G18NG-11039-MONOMER
G18NG-11411	Cgl1819	1931418	1931888	G18NG-11411-MONOMER
G18NG-9595	Cgl0049	50963	51436	G18NG-9595-MONOMER
G18NG-10341	Cgl0779	819254	821290	G18NG-10341-MONOMER
G18NG-11392	Cgl1800	1909498	1910508	G18NG-11392-MONOMER
G18NG-12701	Cgl3080	3288266	3288613	G18NG-12701-MONOMER
G18NG-12704	Cgl3083	3289309	3290022	G18NG-12704-MONOMER
G18NG-11366	Cgl1774	1871098	1871373	G18NG-11366-MONOMER
G18NG-12626		3206647	3206760	G18NG-12626-MONOMER
G18NG-12025	Cgl2426	2566346	2568949	G18NG-12025-MONOMER
G18NG-11346	Cgl1754	1851220	1852443	G18NG-11346-MONOMER
G18NG-12569	Cgl2948	3152414	3153832	G18NG-12569-MONOMER
G18NG-12561	Cgl2943	3142452	3143357	G18NG-12561-MONOMER
G18NG-11325		1826024	1826560	G18NG-11325-MONOMER
G18NG-12521	Cgl2903	3102895	3103767	G18NG-12521-MONOMER
G18NG-11021	Cgl1438	1515405	1515782	G18NG-11021-MONOMER
G18NG-11306	Cgl1714	1810541	1811548	G18NG-11306-MONOMER
G18NG-12467		3037676	3037915	G18NG-12467-MONOMER
G18NG-10315	Cgl0753	790096	790707	G18NG-10315-MONOMER
G18NG-11995	Cgl2398	2540333	2541025	G18NG-11995-MONOMER
G18NG-11650	Cgl2058	2167941	2169584	G18NG-11650-MONOMER
G18NG-12535	Cgl2917	3118285	3119586	G18NG-12535-MONOMER
G18NG-11001	Cgl1419	1495861	1496775	G18NG-11001-MONOMER
G18NG-10287	Cgl0725	743897	744931	G18NG-10287-MONOMER
G18NG-11978	Cgl2381	2523562	2524341	G18NG-11978-MONOMER
G18NG-11631	Cgl2039	2151039	2152121	G18NG-11631-MONOMER
G18NG-9990	Cgl0433	456641	457153	G18NG-9990-MONOMER
G18NG-12510	Cgl2892	3093173	3094051	G18NG-12510-MONOMER
G18NG-10974	Cgl1395	1465210	1466376	G18NG-10974-MONOMER
G18NG-10267	Cgl0705	725869	726462	G18NG-10267-MONOMER
G18NG-11961	Cgl2364	2504829	2507099	G18NG-11961-MONOMER
G18NG-11613	Cgl2021	2135884	2136144	G18NG-11613-MONOMER
G18NG-9966	Cgl0409	434010	434825	G18NG-9966-MONOMER
G18NG-12487	Cgl2869	3060734	3061099	G18NG-12487-MONOMER
G18NG-10954	Cgl1375	1441790	1442392	G18NG-10954-MONOMER
G18NG-10246	Cgl0684	699281	699916	G18NG-10246-MONOMER
G18NG-11942	Cgl2345	2486475	2486882	G18NG-11942-MONOMER
G18NG-11596	Cgl2004	2118607	2119083	G18NG-11596-MONOMER
G18NG-9942	Cgl0385	407406	407708	G18NG-9942-MONOMER
G18NG-12464	Cgl2847	3035438	3036757	G18NG-12464-MONOMER
G18NG-10932	Cgl1353	1413745	1416462	G18NG-10932-MONOMER
G18NG-10228	Cgl0666	681037	681846	G18NG-10228-MONOMER
G18NG-11920	Cgl2323	2461164	2462603	G18NG-11920-MONOMER
G18NG-11576	Cgl1984	2093052	2093501	G18NG-11576-MONOMER
G18NG-11574	Cgl1982	2090748	2092055	G18NG-11574-MONOMER
G18NG-9921	Cgl0364	386556	387203	G18NG-9921-MONOMER
G18NG-9822	Cgl0267	281401	282933	G18NG-9822-MONOMER
G18NG-10831	Cgl1258	1323533	1324540	G18NG-10831-MONOMER
G18NG-12446	Cgl2829	3015825	3017150	G18NG-12446-MONOMER
G18NG-9695	Cgl0146	158154	158834	G18NG-9695-MONOMER
G18NG-10602	Cgl1030	1080969	1082708	G18NG-10602-MONOMER
G18NG-10898	Cgl1320	1384130	1385128	G18NG-10898-MONOMER
G18NG-12505	Cgl2887	3085748	3087052	G18NG-12505-MONOMER
G18NG-11941	Cgl2344	2485799	2486470	G18NG-11941-MONOMER
G18NG-10207	Cgl0645	658933	659427	G18NG-10207-MONOMER
G18NG-11637	Cgl2045	2157751	2159181	G18NG-11637-MONOMER
G18NG-9908	Cgl0351	371929	373422	G18NG-9908-MONOMER
G18NG-11901	Cgl2304	2439907	2440998	G18NG-11901-MONOMER
G18NG-11092	Cgl1509	1591938	1592966	G18NG-11092-MONOMER
G18NG-9777	Cgl0225	239986	241518	G18NG-9777-MONOMER
G18NG-11555	Cgl1963	2069994	2070512	G18NG-11555-MONOMER
G18NG-10713	Cgl1141	1192410	1193810	G18NG-10713-MONOMER
G18NG-12663	Cgl3042	3247235	3248209	G18NG-12663-MONOMER
G18NG-9899	Cgl0342	360811	361905	G18NG-9899-MONOMER
G18NG-10456	Cgl0886	938427	939629	G18NG-10456-MONOMER
G18NG-12273	Cgl2656	2826213	2826836	G18NG-12273-MONOMER
G18NG-12429	Cgl2812	2998526	2999455	G18NG-12429-MONOMER
G18NG-11909	Cgl2312	2448326	2450173	G18NG-11909-MONOMER
G18NG-11543	Cgl1951	2060620	2061507	G18NG-11543-MONOMER
G18NG-10864	Cgl1291	1359052	1359672	G18NG-10864-MONOMER
G18NG-9785	Cgl0231	244902	247307	G18NG-9785-MONOMER
G18NG-10828	Cgl1255	1320952	1321323	G18NG-10828-MONOMER
G18NG-10188	Cgl0626	638314	639462	G18NG-10188-MONOMER
G18NG-12687	Cgl3066	3272561	3274075	G18NG-12687-MONOMER
G18NG-10594	Cgl1023	1075326	1075553	G18NG-10594-MONOMER
G18NG-11880	Cgl2283	2416369	2417100	G18NG-11880-MONOMER
G18NG-12347	Cgl2730	2913236	2913727	G18NG-12347-MONOMER
G18NG-11924	Cgl2327	2466036	2467010	G18NG-11924-MONOMER
G18NG-11535	Cgl1943	2051842	2052675	G18NG-11535-MONOMER
G18NG-9879	Cgl0322	337539	338771	G18NG-9879-MONOMER
G18NG-12397	Cgl2780	2963604	2966162	G18NG-12397-MONOMER
G18NG-10843	Cgl1270	1336092	1337567	G18NG-10843-MONOMER
G18NG-10162	Cgl0600	613156	613722	G18NG-10162-MONOMER
G18NG-11845	Cgl2251	2384507	2385448	G18NG-11845-MONOMER
G18NG-11512	Cgl1920	2022266	2022952	G18NG-11512-MONOMER
G18NG-9854	Cgl0298	312906	313457	G18NG-9854-MONOMER
G18NG-12372	Cgl2755	2939908	2940456	G18NG-12372-MONOMER
G18NG-10825	Cgl1252	1317434	1319008	G18NG-10825-MONOMER
G18NG-10137	Cgl0575	586396	587757	G18NG-10137-MONOMER
G18NG-11816	Cgl2224	2357265	2357711	G18NG-11816-MONOMER
G18NG-11491	Cgl1899	2000518	2001216	G18NG-11491-MONOMER
G18NG-9834	Cgl0278	294001	296388	G18NG-9834-MONOMER
G18NG-12353	Cgl2736	2917628	2918758	G18NG-12353-MONOMER
G18NG-10804	Cgl1231	1296253	1297206	G18NG-10804-MONOMER
G18NG-10116	Cgl0554	568269	569075	G18NG-10116-MONOMER
G18NG-11797	Cgl2205	2337236	2338738	G18NG-11797-MONOMER
G18NG-11437	Cgl1845	1958447	1959340	G18NG-11437-MONOMER
G18NG-9814	Cgl0259	277581	277907	G18NG-9814-MONOMER
G18NG-12327	Cgl2710	2879966	2880256	G18NG-12327-MONOMER
G18NG-10783	Cgl1210	1275008	1276651	G18NG-10783-MONOMER
G18NG-10098	Cgl0536	554449	554919	G18NG-10098-MONOMER
G18NG-11779	Cgl2187	2318802	2319851	G18NG-11779-MONOMER
G18NG-11380	Cgl1788	1893385	1894680	G18NG-11380-MONOMER
G18NG-9795	Cgl0240	256599	257897	G18NG-9795-MONOMER
G18NG-12305	Cgl2688	2862130	2862930	G18NG-12305-MONOMER
G18NG-10766	Cgl1193	1256848	1257858	G18NG-10766-MONOMER
G18NG-10074	Cgl0511	535935	536213	G18NG-10074-MONOMER
G18NG-11758	Cgl2166	2294115	2295128	G18NG-11758-MONOMER
G18NG-11310	Cgl1718	1813780	1814520	G18NG-11310-MONOMER
G18NG-9767	Cgl0217	231845	232267	G18NG-9767-MONOMER
G18NG-12278	Cgl2661	2829154	2829750	G18NG-12278-MONOMER
G18NG-10746	Cgl1174	1231730	1232482	G18NG-10746-MONOMER
G18NG-10051	Cgl0489	516494	520495	G18NG-10051-MONOMER
G18NG-11741	Cgl2149	2274471	2274689	G18NG-11741-MONOMER
G18NG-11252	Cgl1667	1766945	1768030	G18NG-11252-MONOMER
G18NG-9746	Cgl0197	214527	215162	G18NG-9746-MONOMER
G18NG-12260	Cgl2643	2811958	2813259	G18NG-12260-MONOMER
G18NG-10721	Cgl1149	1201087	1202088	G18NG-10721-MONOMER
G18NG-10029	Cgl0472	492642	493916	G18NG-10029-MONOMER
G18NG-11721	Cgl2129	2247004	2248209	G18NG-11721-MONOMER
G18NG-11232	Cgl1647	1747987	1749276	G18NG-11232-MONOMER
G18NG-9725	Cgl0176	187302	187610	G18NG-9725-MONOMER
G18NG-12241	Cgl2624	2792874	2794331	G18NG-12241-MONOMER
G18NG-10698	Cgl1126	1170672	1171190	G18NG-10698-MONOMER
G18NG-10007	Cgl0450	473811	475136	G18NG-10007-MONOMER
G18NG-11701	Cgl2109	2225987	2226763	G18NG-11701-MONOMER
G18NG-11212	Cgl1627	1722870	1723829	G18NG-11212-MONOMER
G18NG-10521	Cgl0951	1006998	1008155	G18NG-10521-MONOMER
G18NG-9701	Cgl0152	162463	162870	G18NG-9701-MONOMER
G18NG-12219	Cgl2603	2769154	2770512	G18NG-12219-MONOMER
G18NG-10676	Cgl1104	1150408	1151031	G18NG-10676-MONOMER
G18NG-11683	Cgl2091	2208364	2209167	G18NG-11683-MONOMER
G18NG-11193	Cgl1608	1703514	1704350	G18NG-11193-MONOMER
G18NG-10503	Cgl0933	989980	990708	G18NG-10503-MONOMER
G18NG-9679	Cgl0130	143575	144642	G18NG-9679-MONOMER
G18NG-12202	Cgl2586	2748096	2749115	G18NG-12202-MONOMER
G18NG-10655	Cgl1083	1130721	1131431	G18NG-10655-MONOMER
G18NG-11176	Cgl1591	1686149	1687078	G18NG-11176-MONOMER
G18NG-10483	Cgl0913	968667	969461	G18NG-10483-MONOMER
G18NG-9659	Cgl0110	122504	123841	G18NG-9659-MONOMER
G18NG-12178	Cgl2565	2724476	2725360	G18NG-12178-MONOMER
G18NG-10639	Cgl1067	1115829	1116905	G18NG-10639-MONOMER
G18NG-11158	Cgl1573	1662627	1663598	G18NG-11158-MONOMER
G18NG-10463	Cgl0893	946840	948672	G18NG-10463-MONOMER
G18NG-9639	Cgl0090	95517	96368	G18NG-9639-MONOMER
G18NG-12147	Cgl2542	2690151	2690441	G18NG-12147-MONOMER
G18NG-12667	Cgl3046	3250759	3251409	G18NG-12667-MONOMER
G18NG-10608	Cgl1036	1087661	1088293	G18NG-10608-MONOMER
G18NG-11138	Cgl1553	1640546	1641004	G18NG-11138-MONOMER
G18NG-10445	Cgl0875	928884	930251	G18NG-10445-MONOMER
G18NG-9614	Cgl0068	70506	72161	G18NG-9614-MONOMER
G18NG-12125	Cgl2521	2668837	2669562	G18NG-12125-MONOMER
G18NG-12646	Cgl3025	3227725	3229083	G18NG-12646-MONOMER
G18NG-10583	Cgl1011	1063936	1064427	G18NG-10583-MONOMER
G18NG-11106	Cgl1523	1605278	1605811	G18NG-11106-MONOMER
G18NG-10423	Cgl0853	910852	911163	G18NG-10423-MONOMER
G18NG-9586	Cgl0041	40573	42513	G18NG-9586-MONOMER
G18NG-12095	Cgl2492	2635163	2636590	G18NG-12095-MONOMER
G18NG-12625	Cgl3004	3205220	3206233	G18NG-12625-MONOMER
G18NG-10555	Cgl0983	1042027	1042845	G18NG-10555-MONOMER
G18NG-11083	Cgl1500	1580807	1581643	G18NG-11083-MONOMER
G18NG-10398	Cgl0829	877838	879151	G18NG-10398-MONOMER
G18NG-9565	Cgl0023	22164	23402	G18NG-9565-MONOMER
G18NG-12067	Cgl2466	2612463	2613155	G18NG-12067-MONOMER
G18NG-12604	Cgl2983	3184699	3184986	G18NG-12604-MONOMER
G18NG-11053	Cgl1470	1549403	1550401	G18NG-11053-MONOMER
G18NG-10367	Cgl0804	846137	846631	G18NG-10367-MONOMER
G18NG-12718	Cgl3097	3306680	3307633	G18NG-12718-MONOMER
G18NG-12044	Cgl2445	2589566	2590306	G18NG-12044-MONOMER
G18NG-12583	Cgl2962	3163787	3166006	G18NG-12583-MONOMER
G18NG-11036	Cgl1453	1531933	1532397	G18NG-11036-MONOMER
G18NG-10338	Cgl0776	814204	817425	G18NG-10338-MONOMER
G18NG-12698	Cgl3077	3286623	3287009	G18NG-12698-MONOMER
G18NG-12015	Cgl2417	2560132	2560590	G18NG-12015-MONOMER
G18NG-11670	Cgl2078	2193165	2194697	G18NG-11670-MONOMER
G18NG-12558	Cgl2940	3139652	3140956	G18NG-12558-MONOMER
G18NG-11015	Cgl1433	1510366	1512135	G18NG-11015-MONOMER
G18NG-10310	Cgl0748	785643	786827	G18NG-10310-MONOMER
G18NG-11992	Cgl2395	2538246	2538614	G18NG-11992-MONOMER
G18NG-11647	Cgl2055	2165523	2166101	G18NG-11647-MONOMER
G18NG-12531	Cgl2913	3115408	3116046	G18NG-12531-MONOMER
G18NG-10996	Cgl1414	1489103	1490884	G18NG-10996-MONOMER
G18NG-10284	Cgl0722	742409	742831	G18NG-10284-MONOMER
G18NG-11975	Cgl2378	2520210	2521664	G18NG-11975-MONOMER
G18NG-11627	Cgl2035	2148231	2149169	G18NG-11627-MONOMER
G18NG-9986	Cgl0429	452661	454433	G18NG-9986-MONOMER
G18NG-12506	Cgl2888	3087099	3088304	G18NG-12506-MONOMER
G18NG-10969	Cgl1390	1458133	1460619	G18NG-10969-MONOMER
G18NG-10262	Cgl0700	718577	720352	G18NG-10262-MONOMER
G18NG-11956	Cgl2359	2501733	2502578	G18NG-11956-MONOMER
G18NG-11610	Cgl2018	2131822	2133402	G18NG-11610-MONOMER
G18NG-9961	Cgl0404	427172	427870	G18NG-9961-MONOMER
G18NG-12483	Cgl2865	3055868	3056635	G18NG-12483-MONOMER
G18NG-10949	Cgl1370	1436335	1436778	G18NG-10949-MONOMER
G18NG-10241	Cgl0679	694172	695077	G18NG-10241-MONOMER
G18NG-11938	Cgl2341	2482546	2484393	G18NG-11938-MONOMER
G18NG-11590	Cgl1998	2110431	2111183	G18NG-11590-MONOMER
G18NG-9938	Cgl0381	402799	404433	G18NG-9938-MONOMER
G18NG-12461	Cgl2844	3030724	3031983	G18NG-12461-MONOMER
G18NG-10913	Cgl1336	1400182	1400940	G18NG-10913-MONOMER
G18NG-10225	Cgl0663	677044	677748	G18NG-10225-MONOMER
G18NG-11917	Cgl2320	2457864	2459375	G18NG-11917-MONOMER
G18NG-11572	Cgl1980	2089215	2089868	G18NG-11572-MONOMER
G18NG-9917	Cgl0360	381948	383111	G18NG-9917-MONOMER
G18NG-12443	Cgl2826	3013104	3013799	G18NG-12443-MONOMER
G18NG-10893	Cgl1315	1380440	1381885	G18NG-10893-MONOMER
G18NG-10202	Cgl0640	655122	656537	G18NG-10202-MONOMER
G18NG-11898	Cgl2301	2434803	2436839	G18NG-11898-MONOMER
G18NG-11552	Cgl1960	2067866	2068477	G18NG-11552-MONOMER
G18NG-9895	Cgl0338	354596	355906	G18NG-9895-MONOMER
G18NG-12417	Cgl2800	2984542	2986398	G18NG-12417-MONOMER
G18NG-10861	Cgl1288	1355689	1357557	G18NG-10861-MONOMER
G18NG-10185	Cgl0623	633529	635175	G18NG-10185-MONOMER
G18NG-11876	Cgl2279	2412581	2412952	G18NG-11876-MONOMER
G18NG-11528	Cgl1936	2043736	2045574	G18NG-11528-MONOMER
G18NG-9875	Cgl0318	334549	334956	G18NG-9875-MONOMER
G18NG-12392	Cgl2775	2959518	2960372	G18NG-12392-MONOMER
