Gene Name	Accession-1	Left-End-Position	Right-End-Position	Product	Genes in same transcription unit	Accession-2
CGTRNA_RS00295	CGTRNA_RS00295	55626	56372	sulfite exporter TauE/SafE family protein	CGTRNA_RS00305 // CGTRNA_RS00300 // CGTRNA_RS00295	cg0072
pgeF	CGTRNA_RS10545	2249791	2250531	peptidoglycan editing factor PgeF	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2365
CGTRNA_RS08220	CGTRNA_RS08220	1743362	1744078	hypothetical protein	CGTRNA_RS08220 // CGTRNA_RS08215	cg1847
CGTRNA_RS14085	CGTRNA_RS14085	3010148	3010717	dCTP deaminase	CGTRNA_RS14085	cg3155
CGTRNA_RS00515	CGTRNA_RS00515	98806	101583	hypothetical protein	CGTRNA_RS00520 // CGTRNA_RS00515	cg0122
CGTRNA_RS01045	CGTRNA_RS01045	217139	217930	ABC transporter ATP-binding protein	CGTRNA_RS01050 // CGTRNA_RS01045	cg0248
CGTRNA_RS05160	CGTRNA_RS05160	1087260	1087559	HigA family addiction module antidote protein	CGTRNA_RS05165 // CGTRNA_RS05160 // CGTRNA_RS05155 // ychF	cg1173
ftsZ	CGTRNA_RS10550	2250559	2251887	cell division protein FtsZ	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2366
CGTRNA_RS00050	CGTRNA_RS00050	11260	11523	hypothetical protein	CGTRNA_RS00055 // CGTRNA_RS00050	cg0013
CGTRNA_RS14095	CGTRNA_RS14095	3011478	3012251	HtaA domain-containing protein	CGTRNA_RS14095	cg3156
CGTRNA_RS06100	CGTRNA_RS06100	1283662	1284585	co-chaperone YbbN	CGTRNA_RS06100	cg1375
ftsQ	CGTRNA_RS10555	2252139	2252807	cell division protein FtsQ	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2367
CGTRNA_RS09455	CGTRNA_RS09455	2008640	2009602	1-phosphofructokinase family hexose kinase	CGTRNA_RS09455 // CGTRNA_RS09450	cg2116
CGTRNA_RS14100	CGTRNA_RS14100	3012296	3013987	VanW family protein	CGTRNA_RS14100	cg3157
CGTRNA_RS01240	CGTRNA_RS01240	248555	249307	queuosine precursor transporter	CGTRNA_RS01240	cg0286
CGTRNA_RS05165	CGTRNA_RS05165	1087565	1088389	ornithine carbamoyltransferase	CGTRNA_RS05165 // CGTRNA_RS05160 // CGTRNA_RS05155 // ychF	cg1174
CGTRNA_RS02420	CGTRNA_RS02420	496228	496300	tRNA-Thr	CGTRNA_RS02430 // CGTRNA_RS02425 // CGTRNA_RS02420 // CGTRNA_RS02415 // CGTRNA_RS02410	tRNA_3544
CGTRNA_RS03690	CGTRNA_RS03690	775620	778508	DEAD/DEAH box helicase	CGTRNA_RS03690 // CGTRNA_RS03685 // CGTRNA_RS03680 // CGTRNA_RS03675	cg0845
narJ	CGTRNA_RS05940	1247973	1248659	nitrate reductase molybdenum cofactor assembly chaperone	CGTRNA_RS05955 // CGTRNA_RS05950 // narH // narJ // narI	cg1342
CGTRNA_RS14105	CGTRNA_RS14105	3014051	3015208	glycoside hydrolase family 3 protein	CGTRNA_RS14105	cg3158
CGTRNA_RS10560	CGTRNA_RS10560	2252835	2254295	UDP-N-acetylmuramate--L-alanine ligase	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2368
CGTRNA_RS04310	CGTRNA_RS04310	914945	917170	FtsX-like permease family protein	CGTRNA_RS04320 // CGTRNA_RS04315 // CGTRNA_RS04310	cg0977
gatC	CGTRNA_RS06230	1312788	1313087	Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC	gatA // gatC	cg1403
CGTRNA_RS07125	CGTRNA_RS07125	1498259	1499791	ABC-F family ATP-binding cassette domain-containing protein	CGTRNA_RS07125	cg1609
murG	CGTRNA_RS10565	2254330	2255421	undecaprenyldiphospho-muramoylpentapeptide beta-N-acetylglucosaminyltransferase	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2369
CGTRNA_RS10570	CGTRNA_RS10570	2255451	2257103	FtsW/RodA/SpoVE family cell cycle protein	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2370
CGTRNA_RS07790	CGTRNA_RS07790	1642510	1644141	ABC-F family ATP-binding cassette domain-containing protein	CGTRNA_RS07790	cg1753
CGTRNA_RS14110	CGTRNA_RS14110	3015300	3015746	universal stress protein	CGTRNA_RS14110	cg3159
CGTRNA_RS10575	CGTRNA_RS10575	2257106	2258524	UDP-N-acetylmuramoyl-L-alanine--D-glutamate ligase	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2371
CGTRNA_RS05170	CGTRNA_RS05170	1088510	1089013	GNAT family N-acetyltransferase	CGTRNA_RS05170	cg1175
CGTRNA_RS07430	CGTRNA_RS07430	1560961	1561524	FxsA family protein	CGTRNA_RS07430 // lnt // CGTRNA_RS07420	cg1675
CGTRNA_RS01050	CGTRNA_RS01050	217941	218837	ABC transporter permease	CGTRNA_RS01050 // CGTRNA_RS01045	cg0249
CGTRNA_RS12630	CGTRNA_RS12630	2687964	2689487	16S ribosomal RNA	CGTRNA_RS12630	cgr15
mshC	CGTRNA_RS07590	1597713	1598975	cysteine--1-D-myo-inosityl 2-amino-2-deoxy-alpha-D-glucopyranoside ligase	mshC // CGTRNA_RS07585	cg1709
CGTRNA_RS06540	CGTRNA_RS06540	1374814	1377201	glycogen/starch/alpha-glucan phosphorylase	CGTRNA_RS06540	cg1479
CGTRNA_RS02550	CGTRNA_RS02550	528039	528770	hypothetical protein	CGTRNA_RS02550	cg0588
CGTRNA_RS14115	CGTRNA_RS14115	3015809	3016012	DUF2613 domain-containing protein	CGTRNA_RS14115	cg3160
CGTRNA_RS10580	CGTRNA_RS10580	2258531	2259631	phospho-N-acetylmuramoyl-pentapeptide- transferase	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2372
CGTRNA_RS03110	CGTRNA_RS03110	630024	631604	DNA polymerase Y family protein	CGTRNA_RS03110 // CGTRNA_RS03105	cg0714
CGTRNA_RS02240	CGTRNA_RS02240	463866	464474	histidine phosphatase family protein	CGTRNA_RS02255 // CGTRNA_RS02250 // CGTRNA_RS02245 // CGTRNA_RS02240 // hemL // CGTRNA_RS02230 // hemE	cg0519
CGTRNA_RS07895	CGTRNA_RS07895	1669327	1670871	glucose-6-phosphate dehydrogenase	pgl // CGTRNA_RS07900 // CGTRNA_RS07895 // tal // CGTRNA_RS07885	cg1778
CGTRNA_RS02970	CGTRNA_RS02970	602812	604413	transporter	CGTRNA_RS02995 // tsaD // rimI // tsaB // CGTRNA_RS02975 // CGTRNA_RS02970	cg0683
CGTRNA_RS10585	CGTRNA_RS10585	2259638	2261182	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D- alanine ligase	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2373
CGTRNA_RS06425	CGTRNA_RS06425	1354956	1355978	3-isopropylmalate dehydrogenase	CGTRNA_RS06425 // CGTRNA_RS06420	cg1453
CGTRNA_RS03695	CGTRNA_RS03695	778628	780184	LCP family protein	CGTRNA_RS03695	cg0847
CGTRNA_RS09135	CGTRNA_RS09135	1941729	1942319	hypothetical protein	CGTRNA_RS09135	cg2050
CGTRNA_RS04315	CGTRNA_RS04315	917167	917835	ABC transporter ATP-binding protein	CGTRNA_RS04320 // CGTRNA_RS04315 // CGTRNA_RS04310	cg0978
CGTRNA_RS08660	CGTRNA_RS08660	1824100	1825797	hypothetical protein	CGTRNA_RS08660	cg1946
CGTRNA_RS06690	CGTRNA_RS06690	1404847	1405461	DUF4258 domain-containing protein	CGTRNA_RS06695 // CGTRNA_RS06690 // CGTRNA_RS16070	cg1511
CGTRNA_RS14120	CGTRNA_RS14120	3015990	3019097	DUF3367 domain-containing protein	CGTRNA_RS14120	cg3161
CGTRNA_RS10590	CGTRNA_RS10590	2261192	2262757	UDP-N-acetylmuramoyl-L-alanyl-D-glutamate--2, 6-diaminopimelate ligase	CGTRNA_RS10590 // CGTRNA_RS10585 // CGTRNA_RS10580 // CGTRNA_RS10575 // CGTRNA_RS10570 // murG // CGTRNA_RS10560 // ftsQ // ftsZ // pgeF // CGTRNA_RS10540	cg2374
CGTRNA_RS05070	CGTRNA_RS05070	1067579	1069042	LLM class flavin-dependent oxidoreductase	CGTRNA_RS05080 // CGTRNA_RS05075 // CGTRNA_RS05070	cg1151
CGTRNA_RS06645	CGTRNA_RS06645	1396264	1397016	amino acid ABC transporter ATP-binding protein	CGTRNA_RS06650 // CGTRNA_RS06645	cg1502
CGTRNA_RS08805	CGTRNA_RS08805	1858387	1860213	hypothetical protein	CGTRNA_RS08815 // CGTRNA_RS08810 // CGTRNA_RS08805	cg1981
CGTRNA_RS10595	CGTRNA_RS10595	2262881	2264836	penicillin-binding protein 2	CGTRNA_RS10595	cg2375
CGTRNA_RS08225	CGTRNA_RS08225	1744170	1745285	LLM class flavin-dependent oxidoreductase	CGTRNA_RS08225	cg1848
CGTRNA_RS02865	CGTRNA_RS02865	580434	580892	GNAT family N-acetyltransferase	CGTRNA_RS02870 // CGTRNA_RS02865	cg0659
CGTRNA_RS05175	CGTRNA_RS05175	1089130	1089790	SDR family NAD(P)-dependent oxidoreductase	CGTRNA_RS05175	cg1176
CGTRNA_RS01055	CGTRNA_RS01055	218980	220155	aminotransferase class V-fold PLP-dependent enzyme	CGTRNA_RS01055	cg0250
CGTRNA_RS00595	CGTRNA_RS00595	120411	120923	histidine phosphatase family protein	CGTRNA_RS00600 // CGTRNA_RS00595	cg0142
CGTRNA_RS14130	CGTRNA_RS14130	3019425	3020495	acyltransferase	CGTRNA_RS14130	cg3163
CGTRNA_RS10600	CGTRNA_RS10600	2264992	2265588	hypothetical protein	CGTRNA_RS10600	cg2376
ptsP	CGTRNA_RS09460	2009664	2011370	phosphoenolpyruvate--protein phosphotransferase	ptsP	cg2117
CGTRNA_RS08910	CGTRNA_RS08910	1888877	1889065	hypothetical protein	CGTRNA_RS08910	cg2002
rsmH	CGTRNA_RS10605	2265786	2266799	16S rRNA (cytosine(1402)-N(4))-methyltransferase RsmH	rsmH	cg2377
CGTRNA_RS01245	CGTRNA_RS01245	249429	250511	DUF1611 domain-containing protein	CGTRNA_RS01245	cg0287
CGTRNA_RS05180	CGTRNA_RS05180	1090001	1091209	IS110 family transposase	CGTRNA_RS05180	cg1178
CGTRNA_RS03700	CGTRNA_RS03700	780496	781386	glycosyltransferase	CGTRNA_RS03700	cg0848
narH	CGTRNA_RS05945	1248664	1250259	nitrate reductase subunit beta	CGTRNA_RS05955 // CGTRNA_RS05950 // narH // narJ // narI	cg1343
CGTRNA_RS08410	CGTRNA_RS08410	1778085	1778156	tRNA-Val	CGTRNA_RS08410	tRNA_3568
CGTRNA_RS04320	CGTRNA_RS04320	917836	918345	PadR family transcriptional regulator	CGTRNA_RS04320 // CGTRNA_RS04315 // CGTRNA_RS04310	cg0979
CGTRNA_RS07130	CGTRNA_RS07130	1500243	1501115	ParA family protein	CGTRNA_RS07130	cg1610
CGTRNA_RS14135	CGTRNA_RS14135	3020539	3021357	DUF3068 domain-containing protein	CGTRNA_RS14140 // CGTRNA_RS14135	cg3164
mraZ	CGTRNA_RS10610	2267045	2267476	division/cell wall cluster transcriptional repressor MraZ	mraZ	cg2378
CGTRNA_RS01595	CGTRNA_RS01595	317893	318468	type II secretion system F family protein	CGTRNA_RS01610 // CGTRNA_RS01605 // CGTRNA_RS01600 // CGTRNA_RS01595 // CGTRNA_RS01590 // CGTRNA_RS01585 // CGTRNA_RS01580	cg0365
mgrA	CGTRNA_RS06305	1328630	1329715	L-glyceraldehyde 3-phosphate reductase	mgrA	cg1423
CGTRNA_RS01985	CGTRNA_RS01985	405479	406147	deoxyribose-phosphate aldolase	CGTRNA_RS01985	cg0458
CGTRNA_RS14140	CGTRNA_RS14140	3021364	3022788	hypothetical protein	CGTRNA_RS14140 // CGTRNA_RS14135	cg3165
CGTRNA_RS01850	CGTRNA_RS01850	375843	376880	glycosyltransferase	CGTRNA_RS01850 // murB // CGTRNA_RS01840	cg0424
CGTRNA_RS05185	CGTRNA_RS05185	1091644	1094688	EAL domain-containing protein	CGTRNA_RS05195 // CGTRNA_RS05190 // CGTRNA_RS05185	cg1179
CGTRNA_RS01060	CGTRNA_RS01060	220152	221108	NAD(P)H-quinone oxidoreductase	CGTRNA_RS01065 // CGTRNA_RS01060	cg0251
CGTRNA_RS14145	CGTRNA_RS14145	3022759	3023862	glycosyltransferase family 4 protein	CGTRNA_RS14145	cg3166
rplO	CGTRNA_RS02745	557567	558013	50S ribosomal protein L15	rplO // rpmD // rpsE // rplR // rplF // rpsH	cg0634
CGTRNA_RS10615	CGTRNA_RS10615	2268178	2268571	DUF3040 domain-containing protein	CGTRNA_RS10615	cg2380
CGTRNA_RS03115	CGTRNA_RS03115	631609	632271	hypothetical protein	CGTRNA_RS03115	cg0715
CGTRNA_RS03210	CGTRNA_RS03210	652909	656076	error-prone DNA polymerase	CGTRNA_RS03210	cg0738
CGTRNA_RS02315	CGTRNA_RS02315	477044	477994	5-dehydro-4-deoxyglucarate dehydratase	CGTRNA_RS02315 // CGTRNA_RS02310	cg0536
CGTRNA_RS10620	CGTRNA_RS10620	2268901	2269326	hypothetical protein	CGTRNA_RS10620	cg2381
CGTRNA_RS03705	CGTRNA_RS03705	781559	782647	NDP-sugar synthase	CGTRNA_RS03705	cg0849
CGTRNA_RS14150	CGTRNA_RS14150	3023909	3024499	hypothetical protein	CGTRNA_RS14155 // CGTRNA_RS14150	cg3167
CGTRNA_RS06900	CGTRNA_RS06900	1449259	1449828	translation initiation factor IF-3	rpmI // CGTRNA_RS06900	cg1563
CGTRNA_RS01715	CGTRNA_RS01715	341357	342379	hypothetical protein	CGTRNA_RS01720 // CGTRNA_RS01715	cg0395
CGTRNA_RS09140	CGTRNA_RS09140	1942579	1943025	hypothetical protein	CGTRNA_RS09140	cg2051
CGTRNA_RS04325	CGTRNA_RS04325	918438	919151	M23 family metallopeptidase	CGTRNA_RS04325	cg0980
CGTRNA_RS07595	CGTRNA_RS07595	1599209	1600090	undecaprenyl-diphosphate phosphatase	CGTRNA_RS07595	cg1710
CGTRNA_RS08650	CGTRNA_RS08650	1821217	1821426	hypothetical protein	CGTRNA_RS08650	cg1944
CGTRNA_RS10625	CGTRNA_RS10625	2269551	2270114	GNAT family N-acetyltransferase	CGTRNA_RS10625	cg2382
CGTRNA_RS01420	CGTRNA_RS01420	282934	283317	cation:proton antiporter subunit C	CGTRNA_RS01425 // CGTRNA_RS01420 // CGTRNA_RS01415 // CGTRNA_RS16235 // CGTRNA_RS16230 // CGTRNA_RS01400	cg0325
CGTRNA_RS14155	CGTRNA_RS14155	3024500	3025273	class I SAM-dependent methyltransferase	CGTRNA_RS14155 // CGTRNA_RS14150	cg3168
CGTRNA_RS00300	CGTRNA_RS00300	56383	56676	rhodanese-like domain-containing protein	CGTRNA_RS00305 // CGTRNA_RS00300 // CGTRNA_RS00295	cg0073
CGTRNA_RS07035	CGTRNA_RS07035	1477810	1477989	Trm112 family protein	CGTRNA_RS07040 // CGTRNA_RS07035	cg1592
CGTRNA_RS01995	CGTRNA_RS01995	407405	407707	metal-sensitive transcriptional regulator	cadA // CGTRNA_RS01995	cg0463
CGTRNA_RS00520	CGTRNA_RS00520	101610	103436	HSP90 family protein	CGTRNA_RS00520 // CGTRNA_RS00515	cg0123
CGTRNA_RS08235	CGTRNA_RS08235	1745440	1745991	NAD(P)H-dependent oxidoreductase	CGTRNA_RS08235	cg1850
metF	CGTRNA_RS10630	2270121	2271101	methylenetetrahydrofolate reductase [NAD(P)H]	metF	cg2383
CGTRNA_RS05190	CGTRNA_RS05190	1094696	1096166	glycosyltransferase family 2 protein	CGTRNA_RS05195 // CGTRNA_RS05190 // CGTRNA_RS05185	
CGTRNA_RS01065	CGTRNA_RS01065	221129	221656	hypothetical protein	CGTRNA_RS01065 // CGTRNA_RS01060	cg0252
CGTRNA_RS01650	CGTRNA_RS01650	329934	330380	SocA family protein	CGTRNA_RS01650	cg0378
CGTRNA_RS10635	CGTRNA_RS10635	2271212	2272312	polyprenyl synthetase family protein	CGTRNA_RS10640 // CGTRNA_RS10635	cg2384
CGTRNA_RS14160	CGTRNA_RS14160	3025365	3027197	phosphoenolpyruvate carboxykinase (GTP)	CGTRNA_RS14160	cg3169
CGTRNA_RS09465	CGTRNA_RS09465	2011777	2012571	DeoR/GlpR transcriptional regulator	CGTRNA_RS09475 // CGTRNA_RS09470 // CGTRNA_RS09465	cg2118
CGTRNA_RS10640	CGTRNA_RS10640	2272322	2273851	alpha-(1->6)-mannopyranosyltransferase A	CGTRNA_RS10640 // CGTRNA_RS10635	cg2385
CGTRNA_RS05195	CGTRNA_RS05195	1096163	1096384	hypothetical protein	CGTRNA_RS05195 // CGTRNA_RS05190 // CGTRNA_RS05185	cg1182
CGTRNA_RS05875	CGTRNA_RS05875	1234071	1234307	heavy-metal-associated domain-containing protein	CGTRNA_RS05875	cg1328
CGTRNA_RS02425	CGTRNA_RS02425	496339	496410	tRNA-Met	CGTRNA_RS02430 // CGTRNA_RS02425 // CGTRNA_RS02420 // CGTRNA_RS02415 // CGTRNA_RS02410	tRNA_3545
CGTRNA_RS03710	CGTRNA_RS03710	783103	783351	WhiB family transcriptional regulator	CGTRNA_RS03710	cg0850
CGTRNA_RS05950	CGTRNA_RS05950	1250259	1254005	nitrate reductase subunit alpha	CGTRNA_RS05955 // CGTRNA_RS05950 // narH // narJ // narI	cg1344
CGTRNA_RS01510	CGTRNA_RS01510	302167	303102	SDR family oxidoreductase	CGTRNA_RS01525 // CGTRNA_RS01520 // CGTRNA_RS01515 // CGTRNA_RS01510	cg0344
CGTRNA_RS04330	CGTRNA_RS04330	919507	920826	hypothetical protein	CGTRNA_RS04330	cg0982
topA	CGTRNA_RS01625	322911	325901	type I DNA topoisomerase	CGTRNA_RS01630 // topA	cg0373
CGTRNA_RS07135	CGTRNA_RS07135	1501398	1502165	segregation/condensation protein A	CGTRNA_RS07135	cg1611
CGTRNA_RS10645	CGTRNA_RS10645	2273921	2274292	helix-turn-helix domain-containing protein	CGTRNA_RS10645	cg2386
hrpB	CGTRNA_RS00755	153224	155539	ATP-dependent helicase HrpB	hrpB	cg0178
CGTRNA_RS14165	CGTRNA_RS14165	3028059	3029078	TDT family transporter	CGTRNA_RS14165	cg3170
pknB	CGTRNA_RS10650	2274434	2276656	Stk1 family PASTA domain-containing Ser/Thr kinase	CGTRNA_RS10655 // pknB	cg2388
CGTRNA_RS05200	CGTRNA_RS05200	1096522	1096857	hypothetical protein	CGTRNA_RS05200	cg1183
CGTRNA_RS07435	CGTRNA_RS07435	1561901	1563208	lipase	CGTRNA_RS07435	cg1676
CGTRNA_RS15825	CGTRNA_RS15825	21071	21241	hypothetical protein	CGTRNA_RS15825	cg0031
CGTRNA_RS01075	CGTRNA_RS01075	221930	222211	(2Fe-2S)-binding protein	CGTRNA_RS01075	cg0253
trmB	CGTRNA_RS14170	3029173	3029940	tRNA (guanosine(46)-N7)-methyltransferase TrmB	CGTRNA_RS14190 // CGTRNA_RS14185 // CGTRNA_RS14180 // CGTRNA_RS14175 // trmB	cg3172
CGTRNA_RS06550	CGTRNA_RS06550	1377613	1379022	MBL fold metallo-hydrolase	CGTRNA_RS06550	cg1482
CGTRNA_RS02555	CGTRNA_RS02555	528775	529569	ABC transporter ATP-binding protein	CGTRNA_RS02565 // CGTRNA_RS02560 // CGTRNA_RS02555	cg0589
CGTRNA_RS10655	CGTRNA_RS10655	2276656	2277894	DUF2029 domain-containing protein	CGTRNA_RS10655 // pknB	cg2389
CGTRNA_RS03120	CGTRNA_RS03120	632410	633273	sucrase ferredoxin	CGTRNA_RS03120	cg0716
CGTRNA_RS07900	CGTRNA_RS07900	1670886	1671845	glucose-6-phosphate dehydrogenase assembly protein OpcA	pgl // CGTRNA_RS07900 // CGTRNA_RS07895 // tal // CGTRNA_RS07885	cg1779
CGTRNA_RS02820	CGTRNA_RS02820	572432	573181	L,D-transpeptidase	CGTRNA_RS02820	cg0650
CGTRNA_RS14175	CGTRNA_RS14175	3029940	3030626	NYN domain-containing protein	CGTRNA_RS14190 // CGTRNA_RS14185 // CGTRNA_RS14180 // CGTRNA_RS14175 // trmB	cg3173
CGTRNA_RS02975	CGTRNA_RS02975	604429	605712	alpha/beta fold hydrolase	CGTRNA_RS02995 // tsaD // rimI // tsaB // CGTRNA_RS02975 // CGTRNA_RS02970	cg0684
CGTRNA_RS06340	CGTRNA_RS06340	1336878	1337513	PH domain-containing protein	CGTRNA_RS06340	cg1433
CGTRNA_RS10660	CGTRNA_RS10660	2277987	2279297	DUF2029 domain-containing protein	CGTRNA_RS10660	cg2390
CGTRNA_RS03715	CGTRNA_RS03715	783632	784090	metallopeptidase family protein	CGTRNA_RS03715	cg0852
CGTRNA_RS08790	CGTRNA_RS08790	1855754	1856329	hypothetical protein	CGTRNA_RS08790	cg1977
CGTRNA_RS14180	CGTRNA_RS14180	3030634	3032952	MMPL family transporter	CGTRNA_RS14190 // CGTRNA_RS14185 // CGTRNA_RS14180 // CGTRNA_RS14175 // trmB	cg3174
CGTRNA_RS09145	CGTRNA_RS09145	1943201	1943902	hypothetical protein	CGTRNA_RS09145	cg2052
CGTRNA_RS04335	CGTRNA_RS04335	920801	921430	phosphoribosylglycinamide formyltransferase	purH // CGTRNA_RS04335	cg0983
CGTRNA_RS00645	CGTRNA_RS00645	130813	131712	alpha/beta hydrolase	CGTRNA_RS00645	cg0153
CGTRNA_RS10665	CGTRNA_RS10665	2279366	2280754	3-deoxy-7-phosphoheptulonate synthase class II	CGTRNA_RS10665	cg2391
CGTRNA_RS08810	CGTRNA_RS08810	1860235	1862202	ATP-dependent Clp protease ATP-binding subunit	CGTRNA_RS08815 // CGTRNA_RS08810 // CGTRNA_RS08805	cg1982
CGTRNA_RS00330	CGTRNA_RS00330	60699	62324	CotH kinase family protein	CGTRNA_RS00330 // CGTRNA_RS00325 // CGTRNA_RS00320	cg0079
CGTRNA_RS00395	CGTRNA_RS00395	75507	75746	hypothetical protein	CGTRNA_RS00400 // CGTRNA_RS00395 // bioB	cg0096
CGTRNA_RS06835	CGTRNA_RS06835	1432123	1433046	ribokinase	CGTRNA_RS06840 // CGTRNA_RS06835 // CGTRNA_RS06830 // CGTRNA_RS06825	cg1546
CGTRNA_RS08240	CGTRNA_RS08240	1746353	1747702	L-serine ammonia-lyase	CGTRNA_RS08240	cg1852
CGTRNA_RS10670	CGTRNA_RS10670	2280842	2281348	polyadenylate-specific 3'-exoribonuclease AS	CGTRNA_RS10670	cg2392
CGTRNA_RS15580	CGTRNA_RS15580	1096854	1097849	ISL3 family transposase	CGTRNA_RS15580	
CGTRNA_RS01080	CGTRNA_RS01080	222208	223695	sodium:alanine symporter family protein	CGTRNA_RS01080	cg0254
CGTRNA_RS14185	CGTRNA_RS14185	3032957	3034042	UPF0104 family protein	CGTRNA_RS14190 // CGTRNA_RS14185 // CGTRNA_RS14180 // CGTRNA_RS14175 // trmB	cg3175
CGTRNA_RS01250	CGTRNA_RS01250	250564	251943	ABC transporter ATP-binding protein	gluQRS // CGTRNA_RS01250	cg0288
CGTRNA_RS01890	CGTRNA_RS01890	385372	386196	glycosyltransferase	CGTRNA_RS01890	cg0438
CGTRNA_RS10675	CGTRNA_RS10675	2281489	2283927	DUF2029 domain-containing protein	CGTRNA_RS10675	cg2393
CGTRNA_RS00815	CGTRNA_RS00815	163687	165615	metalloendopeptidase	CGTRNA_RS00815	cg0193
CGTRNA_RS14190	CGTRNA_RS14190	3034039	3034404	DUF3054 domain-containing protein	CGTRNA_RS14190 // CGTRNA_RS14185 // CGTRNA_RS14180 // CGTRNA_RS14175 // trmB	cg3176
CGTRNA_RS09470	CGTRNA_RS09470	2012568	2013560	1-phosphofructokinase family hexose kinase	CGTRNA_RS09475 // CGTRNA_RS09470 // CGTRNA_RS09465	cg2119
CGTRNA_RS10680	CGTRNA_RS10680	2284032	2285483	esterase family protein	CGTRNA_RS10680	cg2394
CGTRNA_RS08915	CGTRNA_RS08915	1889157	1889474	helicase	CGTRNA_RS08915	cg2003
CGTRNA_RS05220	CGTRNA_RS05220	1097867	1098106	hypothetical protein	CGTRNA_RS05220	cg1189
CGTRNA_RS03720	CGTRNA_RS03720	784185	784577	DUF3499 domain-containing protein	CGTRNA_RS03720	cg0853
CGTRNA_RS05955	CGTRNA_RS05955	1254022	1255359	NarK/NasA family nitrate transporter	CGTRNA_RS05955 // CGTRNA_RS05950 // narH // narJ // narI	cg1345
CGTRNA_RS14195	CGTRNA_RS14195	3034683	3036233	acyl-CoA carboxylase subunit beta	CGTRNA_RS14200 // CGTRNA_RS14195	cg3177
rnpB	CGTRNA_RS15485	2342591	2342998	RNase P RNA component class A	rnpB	M1_RNA
purH	CGTRNA_RS04340	921438	923000	bifunctional phosphoribosylaminoimidazolecarboxamide formyltransferase/IMP cyclohydrolase	purH // CGTRNA_RS04335	cg0984
CGTRNA_RS07140	CGTRNA_RS07140	1502375	1502938	GNAT family N-acetyltransferase	CGTRNA_RS07140	cg1612
CGTRNA_RS10685	CGTRNA_RS10685	2285585	2285764	hypothetical protein	CGTRNA_RS10685	cg2395
CGTRNA_RS00760	CGTRNA_RS00760	156145	156822	sugar O-acetyltransferase	CGTRNA_RS00760	cg0180
CGTRNA_RS07635	CGTRNA_RS07635	1606745	1607278	YbhB/YbcL family Raf kinase inhibitor-like protein	CGTRNA_RS07635 // CGTRNA_RS07630	cg1718
CGTRNA_RS14200	CGTRNA_RS14200	3036254	3041086	type I polyketide synthase	CGTRNA_RS14200 // CGTRNA_RS14195	cg3178
CGTRNA_RS14205	CGTRNA_RS14205	3041446	3043308	AMP-binding protein	CGTRNA_RS14205	cg3179
CGTRNA_RS10690	CGTRNA_RS10690	2285905	2287158	acyltransferase family protein	CGTRNA_RS10690	cg2397
meaB	CGTRNA_RS07665	1612614	1613705	methylmalonyl Co-A mutase-associated GTPase MeaB	CGTRNA_RS07675 // scpA // meaB	cg1724
CGTRNA_RS01090	CGTRNA_RS01090	224355	225248	type IV toxin-antitoxin system AbiEi family antitoxin domain-containing protein	CGTRNA_RS01090	cg0256
CGTRNA_RS14210	CGTRNA_RS14210	3043517	3044446	cutinase family protein	CGTRNA_RS14220 // CGTRNA_RS14215 // CGTRNA_RS14210	cg3180
